[2025-08-05T08:15:01.243+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-08-05T08:33:56.023+0000] {History_Min.py:52} INFO - ✅ Đã lưu NTH
[2025-08-05T08:33:59.745+0000] {History_Min.py:52} INFO - ✅ Đã lưu OCH
[2025-08-05T08:34:01.879+0000] {History_Min.py:52} INFO - ✅ Đã lưu NTP
[2025-08-05T08:34:02.684+0000] {History_Min.py:52} INFO - ✅ Đã lưu ONE
[2025-08-05T08:34:05.667+0000] {History_Min.py:52} INFO - ✅ Đã lưu PCE
[2025-08-05T08:34:05.814+0000] {History_Min.py:52} INFO - ✅ Đã lưu PBP
[2025-08-05T08:34:07.116+0000] {History_Min.py:52} INFO - ✅ Đã lưu NVB
[2025-08-05T08:34:08.436+0000] {History_Min.py:52} INFO - ✅ Đã lưu PCG
[2025-08-05T08:34:09.799+0000] {History_Min.py:52} INFO - ✅ Đã lưu PCH
[2025-08-05T08:34:10.140+0000] {History_Min.py:52} INFO - ✅ Đã lưu PCT
[2025-08-05T08:34:11.396+0000] {History_Min.py:52} INFO - ✅ Đã lưu PDB
[2025-08-05T08:34:12.316+0000] {History_Min.py:52} INFO - ✅ Đã lưu PEN
[2025-08-05T08:34:13.512+0000] {History_Min.py:52} INFO - ✅ Đã lưu PGN
[2025-08-05T08:34:14.091+0000] {History_Min.py:52} INFO - ✅ Đã lưu PGS
[2025-08-05T08:34:15.391+0000] {History_Min.py:52} INFO - ✅ Đã lưu PGT
[2025-08-05T08:34:15.920+0000] {History_Min.py:52} INFO - ✅ Đã lưu PHN
[2025-08-05T08:34:16.775+0000] {History_Min.py:52} INFO - ✅ Đã lưu PIA
[2025-08-05T08:34:18.365+0000] {History_Min.py:52} INFO - ✅ Đã lưu PIC
[2025-08-05T08:34:18.384+0000] {History_Min.py:52} INFO - ✅ Đã lưu PJC
[2025-08-05T08:34:21.396+0000] {History_Min.py:52} INFO - ✅ Đã lưu PMC
[2025-08-05T08:34:22.209+0000] {History_Min.py:52} INFO - ✅ Đã lưu PMB
[2025-08-05T08:34:24.237+0000] {History_Min.py:52} INFO - ✅ Đã lưu PMP
[2025-08-05T08:34:24.300+0000] {History_Min.py:52} INFO - ✅ Đã lưu PLC
[2025-08-05T08:34:25.435+0000] {History_Min.py:52} INFO - ✅ Đã lưu PMS
[2025-08-05T08:34:27.204+0000] {History_Min.py:52} INFO - ✅ Đã lưu PPE
[2025-08-05T08:34:27.391+0000] {History_Min.py:52} INFO - ✅ Đã lưu POT
[2025-08-05T08:34:28.589+0000] {History_Min.py:52} INFO - ✅ Đã lưu PPP
[2025-08-05T08:34:30.498+0000] {History_Min.py:52} INFO - ✅ Đã lưu PPS
[2025-08-05T08:34:31.786+0000] {History_Min.py:52} INFO - ✅ Đã lưu PPY
[2025-08-05T08:34:32.719+0000] {History_Min.py:52} INFO - ✅ Đã lưu PPT
[2025-08-05T08:34:33.962+0000] {History_Min.py:52} INFO - ✅ Đã lưu PRC
[2025-08-05T08:34:35.005+0000] {History_Min.py:52} INFO - ✅ Đã lưu PRE
[2025-08-05T08:34:35.403+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSC
[2025-08-05T08:34:38.806+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSE
[2025-08-05T08:34:39.529+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSD
[2025-08-05T08:34:41.741+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSI
[2025-08-05T08:34:42.085+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTD
[2025-08-05T08:34:42.410+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSW
[2025-08-05T08:34:44.636+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTI
[2025-08-05T08:34:44.789+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTS
[2025-08-05T08:34:45.085+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTX
[2025-08-05T08:34:48.886+0000] {History_Min.py:52} INFO - ✅ Đã lưu PV2
[2025-08-05T08:34:52.066+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVB
[2025-08-05T08:34:52.976+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVC
[2025-08-05T08:34:53.541+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVG
[2025-08-05T08:34:56.001+0000] {History_Min.py:52} INFO - ✅ Đã lưu QHD
[2025-08-05T08:34:56.659+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVI
[2025-08-05T08:34:58.515+0000] {History_Min.py:52} INFO - ✅ Đã lưu QST
[2025-08-05T08:34:59.110+0000] {History_Min.py:52} INFO - ✅ Đã lưu QTC
[2025-08-05T08:35:00.995+0000] {History_Min.py:52} INFO - ✅ Đã lưu RCL
[2025-08-05T08:35:01.700+0000] {History_Min.py:52} INFO - ✅ Đã lưu S55
[2025-08-05T08:35:04.560+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAF
[2025-08-05T08:35:06.514+0000] {History_Min.py:52} INFO - ✅ Đã lưu S99
[2025-08-05T08:35:09.017+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCG
[2025-08-05T08:35:11.219+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCI
[2025-08-05T08:35:11.482+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVS
[2025-08-05T08:35:12.163+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD5
[2025-08-05T08:35:14.710+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD9
[2025-08-05T08:35:14.869+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDC
[2025-08-05T08:35:15.794+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDA
[2025-08-05T08:35:17.127+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDG
[2025-08-05T08:35:17.453+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDN
[2025-08-05T08:35:18.105+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDU
[2025-08-05T08:35:19.632+0000] {History_Min.py:52} INFO - ✅ Đã lưu SEB
[2025-08-05T08:35:20.274+0000] {History_Min.py:52} INFO - ✅ Đã lưu SED
[2025-08-05T08:35:20.512+0000] {History_Min.py:52} INFO - ✅ Đã lưu SFN
[2025-08-05T08:35:22.153+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGC
[2025-08-05T08:35:22.639+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGD
[2025-08-05T08:35:23.025+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGH
[2025-08-05T08:35:25.397+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHE
[2025-08-05T08:35:25.600+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHN
[2025-08-05T08:35:28.012+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJ1
[2025-08-05T08:35:29.964+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJE
[2025-08-05T08:35:31.629+0000] {History_Min.py:52} INFO - ✅ Đã lưu SLS
[2025-08-05T08:35:32.629+0000] {History_Min.py:52} INFO - ✅ Đã lưu SMN
[2025-08-05T08:35:34.407+0000] {History_Min.py:52} INFO - ✅ Đã lưu SMT
[2025-08-05T08:35:35.547+0000] {History_Min.py:52} INFO - ✅ Đã lưu SPC
[2025-08-05T08:35:37.324+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHS
[2025-08-05T08:35:38.047+0000] {History_Min.py:52} INFO - ✅ Đã lưu SPI
[2025-08-05T08:35:39.707+0000] {History_Min.py:52} INFO - ✅ Đã lưu SRA
[2025-08-05T08:35:39.938+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSM
[2025-08-05T08:35:40.685+0000] {History_Min.py:52} INFO - ✅ Đã lưu STC
[2025-08-05T08:35:42.270+0000] {History_Min.py:52} INFO - ✅ Đã lưu STP
[2025-08-05T08:35:43.816+0000] {History_Min.py:52} INFO - ✅ Đã lưu SVN
[2025-08-05T08:35:44.133+0000] {History_Min.py:52} INFO - ✅ Đã lưu SZB
[2025-08-05T08:35:45.719+0000] {History_Min.py:52} INFO - ✅ Đã lưu TA9
[2025-08-05T08:35:46.338+0000] {History_Min.py:52} INFO - ✅ Đã lưu TBX
[2025-08-05T08:35:47.409+0000] {History_Min.py:52} INFO - ✅ Đã lưu TDT
[2025-08-05T08:35:48.419+0000] {History_Min.py:52} INFO - ✅ Đã lưu TET
[2025-08-05T08:35:49.472+0000] {History_Min.py:52} INFO - ✅ Đã lưu TFC
[2025-08-05T08:35:49.990+0000] {History_Min.py:52} INFO - ✅ Đã lưu THB
[2025-08-05T08:35:51.890+0000] {History_Min.py:52} INFO - ✅ Đã lưu THD
[2025-08-05T08:35:52.045+0000] {History_Min.py:52} INFO - ✅ Đã lưu THS
[2025-08-05T08:35:53.224+0000] {History_Min.py:52} INFO - ✅ Đã lưu THT
[2025-08-05T08:35:54.583+0000] {History_Min.py:52} INFO - ✅ Đã lưu TJC
[2025-08-05T08:35:56.043+0000] {History_Min.py:52} INFO - ✅ Đã lưu TKU
[2025-08-05T08:35:59.080+0000] {History_Min.py:52} INFO - ✅ Đã lưu TMC
[2025-08-05T08:35:59.297+0000] {History_Min.py:52} INFO - ✅ Đã lưu TIG
[2025-08-05T08:35:59.387+0000] {History_Min.py:52} INFO - ✅ Đã lưu TMB
[2025-08-05T08:36:01.643+0000] {History_Min.py:52} INFO - ✅ Đã lưu TMX
[2025-08-05T08:36:02.212+0000] {History_Min.py:52} INFO - ✅ Đã lưu TOT
[2025-08-05T08:36:04.184+0000] {History_Min.py:52} INFO - ✅ Đã lưu TPH
[2025-08-05T08:36:04.761+0000] {History_Min.py:52} INFO - ✅ Đã lưu TPP
[2025-08-05T08:36:07.599+0000] {History_Min.py:52} INFO - ✅ Đã lưu TSB
[2025-08-05T08:36:07.601+0000] {History_Min.py:52} INFO - ✅ Đã lưu TTC
[2025-08-05T08:36:10.395+0000] {History_Min.py:52} INFO - ✅ Đã lưu TTL
[2025-08-05T08:36:13.530+0000] {History_Min.py:52} INFO - ✅ Đã lưu TTT
[2025-08-05T08:36:13.914+0000] {History_Min.py:52} INFO - ✅ Đã lưu TTH
[2025-08-05T08:36:14.568+0000] {History_Min.py:52} INFO - ✅ Đã lưu TNG
[2025-08-05T08:36:16.531+0000] {History_Min.py:52} INFO - ✅ Đã lưu TV3
[2025-08-05T08:36:16.941+0000] {History_Min.py:52} INFO - ✅ Đã lưu TV4
[2025-08-05T08:36:21.890+0000] {History_Min.py:52} INFO - ✅ Đã lưu TVC
[2025-08-05T08:36:22.096+0000] {History_Min.py:52} INFO - ✅ Đã lưu TXM
[2025-08-05T08:36:22.137+0000] {History_Min.py:52} INFO - ✅ Đã lưu TVD
[2025-08-05T08:36:24.825+0000] {History_Min.py:52} INFO - ✅ Đã lưu V12
[2025-08-05T08:36:25.183+0000] {History_Min.py:52} INFO - ✅ Đã lưu UNI
[2025-08-05T08:36:25.382+0000] {History_Min.py:52} INFO - ✅ Đã lưu V21
[2025-08-05T08:36:27.451+0000] {History_Min.py:52} INFO - ✅ Đã lưu VBC
[2025-08-05T08:36:27.802+0000] {History_Min.py:52} INFO - ✅ Đã lưu VC1
[2025-08-05T08:36:30.644+0000] {History_Min.py:52} INFO - ✅ Đã lưu VC6
[2025-08-05T08:36:31.257+0000] {History_Min.py:52} INFO - ✅ Đã lưu VC2
[2025-08-05T08:36:34.942+0000] {History_Min.py:52} INFO - ✅ Đã lưu VC9
[2025-08-05T08:36:35.264+0000] {History_Min.py:52} INFO - ✅ Đã lưu VC3
[2025-08-05T08:36:37.431+0000] {History_Min.py:52} INFO - ✅ Đã lưu VC7
[2025-08-05T08:36:37.910+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCC
[2025-08-05T08:36:37.980+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCM
[2025-08-05T08:36:40.455+0000] {History_Min.py:52} INFO - ✅ Đã lưu VDL
[2025-08-05T08:36:40.943+0000] {History_Min.py:52} INFO - ✅ Đã lưu VE1
[2025-08-05T08:36:43.121+0000] {History_Min.py:52} INFO - ✅ Đã lưu VE3
[2025-08-05T08:36:43.599+0000] {History_Min.py:52} INFO - ✅ Đã lưu VE4
[2025-08-05T08:36:43.868+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCS
[2025-08-05T08:36:45.965+0000] {History_Min.py:52} INFO - ✅ Đã lưu VE8
[2025-08-05T08:36:46.685+0000] {History_Min.py:52} INFO - ✅ Đã lưu VGP
[2025-08-05T08:36:49.657+0000] {History_Min.py:52} INFO - ✅ Đã lưu VFS
[2025-08-05T08:36:51.264+0000] {History_Min.py:52} INFO - ✅ Đã lưu VHE
[2025-08-05T08:36:52.304+0000] {History_Min.py:52} INFO - ✅ Đã lưu VHL
[2025-08-05T08:36:54.173+0000] {History_Min.py:52} INFO - ✅ Đã lưu VIF
[2025-08-05T08:36:57.387+0000] {History_Min.py:52} INFO - ✅ Đã lưu VIT
[2025-08-05T08:36:59.419+0000] {History_Min.py:52} INFO - ✅ Đã lưu VGS
[2025-08-05T08:36:59.632+0000] {History_Min.py:52} INFO - ✅ Đã lưu VIG
[2025-08-05T08:37:00.053+0000] {History_Min.py:52} INFO - ✅ Đã lưu VLA
[2025-08-05T08:37:02.267+0000] {History_Min.py:52} INFO - ✅ Đã lưu VMS
[2025-08-05T08:37:02.480+0000] {History_Min.py:52} INFO - ✅ Đã lưu VMC
[2025-08-05T08:37:03.069+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNC
[2025-08-05T08:37:05.589+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNF
[2025-08-05T08:37:05.734+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNT
[2025-08-05T08:37:06.389+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNR
[2025-08-05T08:37:08.669+0000] {History_Min.py:52} INFO - ✅ Đã lưu VSM
[2025-08-05T08:37:08.815+0000] {History_Min.py:52} INFO - ✅ Đã lưu VSA
[2025-08-05T08:37:09.311+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTC
[2025-08-05T08:37:11.367+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTH
[2025-08-05T08:37:11.410+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTJ
[2025-08-05T08:37:13.386+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTV
[2025-08-05T08:37:14.337+0000] {History_Min.py:52} INFO - ✅ Đã lưu WCS
[2025-08-05T08:37:17.815+0000] {History_Min.py:52} INFO - ✅ Đã lưu X20
[2025-08-05T08:37:18.998+0000] {History_Min.py:52} INFO - ✅ Đã lưu WSS
[2025-08-05T08:37:21.122+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTZ
[2025-08-05T08:37:23.772+0000] {History_Min.py:52} INFO - ✅ Đã lưu A32
[2025-08-05T08:37:28.651+0000] {History_Min.py:52} INFO - ✅ Đã lưu AAH
[2025-08-05T08:37:28.902+0000] {History_Min.py:52} INFO - ✅ Đã lưu AAS
[2025-08-05T08:37:31.051+0000] {History_Min.py:52} INFO - ✅ Đã lưu ABB
[2025-08-05T08:37:33.622+0000] {History_Min.py:52} INFO - ✅ Đã lưu ABI
[2025-08-05T08:37:33.728+0000] {History_Min.py:52} INFO - ✅ Đã lưu ABC
[2025-08-05T08:37:36.516+0000] {History_Min.py:52} INFO - ✅ Đã lưu ABW
[2025-08-05T08:37:36.752+0000] {History_Min.py:52} INFO - ✅ Đã lưu ACE
[2025-08-05T08:37:37.164+0000] {History_Min.py:52} INFO - ✅ Đã lưu ACM
[2025-08-05T08:37:39.085+0000] {History_Min.py:52} INFO - ✅ Đã lưu ACS
[2025-08-05T08:37:41.976+0000] {History_Min.py:52} INFO - ✅ Đã lưu AFX
[2025-08-05T08:37:42.163+0000] {History_Min.py:52} INFO - ✅ Đã lưu AG1
[2025-08-05T08:37:43.393+0000] {History_Min.py:52} INFO - ✅ Đã lưu ACV
[2025-08-05T08:37:44.632+0000] {History_Min.py:52} INFO - ✅ Đã lưu AGF
[2025-08-05T08:37:44.983+0000] {History_Min.py:52} INFO - ✅ Đã lưu AGP
[2025-08-05T08:37:45.987+0000] {History_Min.py:52} INFO - ✅ Đã lưu AGX
[2025-08-05T08:37:47.398+0000] {History_Min.py:52} INFO - ✅ Đã lưu AIC
[2025-08-05T08:37:48.005+0000] {History_Min.py:52} INFO - ✅ Đã lưu AIG
[2025-08-05T08:37:49.418+0000] {History_Min.py:52} INFO - ✅ Đã lưu ALV
[2025-08-05T08:37:49.665+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=AMD
[2025-08-05T08:37:49.668+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho AMD
[2025-08-05T08:37:50.527+0000] {History_Min.py:52} INFO - ✅ Đã lưu AMP
[2025-08-05T08:37:53.933+0000] {History_Min.py:52} INFO - ✅ Đã lưu ANT
[2025-08-05T08:37:54.192+0000] {History_Min.py:52} INFO - ✅ Đã lưu APC
[2025-08-05T08:37:54.804+0000] {History_Min.py:52} INFO - ✅ Đã lưu AMS
[2025-08-05T08:37:56.805+0000] {History_Min.py:52} INFO - ✅ Đã lưu APL
[2025-08-05T08:37:57.236+0000] {History_Min.py:52} INFO - ✅ Đã lưu APF
[2025-08-05T08:37:58.186+0000] {History_Min.py:52} INFO - ✅ Đã lưu APP
[2025-08-05T08:37:59.316+0000] {History_Min.py:52} INFO - ✅ Đã lưu APT
[2025-08-05T08:37:59.525+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=ART
[2025-08-05T08:37:59.529+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho ART
[2025-08-05T08:38:00.519+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=ASA
[2025-08-05T08:38:00.523+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho ASA
[2025-08-05T08:38:01.967+0000] {History_Min.py:52} INFO - ✅ Đã lưu ATA
[2025-08-05T08:38:02.165+0000] {History_Min.py:52} INFO - ✅ Đã lưu ATB
[2025-08-05T08:38:03.208+0000] {History_Min.py:52} INFO - ✅ Đã lưu ATG
[2025-08-05T08:38:04.794+0000] {History_Min.py:52} INFO - ✅ Đã lưu AVF
[2025-08-05T08:38:04.835+0000] {History_Min.py:52} INFO - ✅ Đã lưu AVC
[2025-08-05T08:38:07.026+0000] {History_Min.py:52} INFO - ✅ Đã lưu AVG
[2025-08-05T08:38:07.366+0000] {History_Min.py:52} INFO - ✅ Đã lưu BAL
[2025-08-05T08:38:07.570+0000] {History_Min.py:52} INFO - ✅ Đã lưu BBH
[2025-08-05T08:38:09.672+0000] {History_Min.py:52} INFO - ✅ Đã lưu BBM
[2025-08-05T08:38:10.173+0000] {History_Min.py:52} INFO - ✅ Đã lưu BBT
[2025-08-05T08:38:11.758+0000] {History_Min.py:52} INFO - ✅ Đã lưu BCA
[2025-08-05T08:38:12.130+0000] {History_Min.py:52} INFO - ✅ Đã lưu BCB
[2025-08-05T08:38:12.651+0000] {History_Min.py:52} INFO - ✅ Đã lưu BCP
[2025-08-05T08:38:14.450+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=BCV
[2025-08-05T08:38:14.454+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho BCV
[2025-08-05T08:38:16.039+0000] {History_Min.py:52} INFO - ✅ Đã lưu BDG
[2025-08-05T08:38:17.766+0000] {History_Min.py:52} INFO - ✅ Đã lưu BCR
[2025-08-05T08:38:18.429+0000] {History_Min.py:52} INFO - ✅ Đã lưu BDT
[2025-08-05T08:38:18.604+0000] {History_Min.py:52} INFO - ✅ Đã lưu BDW
[2025-08-05T08:38:20.295+0000] {History_Min.py:52} INFO - ✅ Đã lưu BEL
[2025-08-05T08:38:21.103+0000] {History_Min.py:52} INFO - ✅ Đã lưu BGW
[2025-08-05T08:38:22.771+0000] {History_Min.py:52} INFO - ✅ Đã lưu BGE
[2025-08-05T08:38:23.001+0000] {History_Min.py:52} INFO - ✅ Đã lưu BHA
[2025-08-05T08:38:23.596+0000] {History_Min.py:52} INFO - ✅ Đã lưu BHC
[2025-08-05T08:38:25.244+0000] {History_Min.py:52} INFO - ✅ Đã lưu BHG
[2025-08-05T08:38:25.625+0000] {History_Min.py:52} INFO - ✅ Đã lưu BHI
[2025-08-05T08:38:26.056+0000] {History_Min.py:52} INFO - ✅ Đã lưu BHK
[2025-08-05T08:38:27.849+0000] {History_Min.py:52} INFO - ✅ Đã lưu BHP
[2025-08-05T08:38:29.499+0000] {History_Min.py:52} INFO - ✅ Đã lưu BII
[2025-08-05T08:38:30.516+0000] {History_Min.py:52} INFO - ✅ Đã lưu BIG
[2025-08-05T08:38:30.561+0000] {History_Min.py:52} INFO - ✅ Đã lưu BIO
[2025-08-05T08:38:32.532+0000] {History_Min.py:52} INFO - ✅ Đã lưu BLF
[2025-08-05T08:38:33.105+0000] {History_Min.py:52} INFO - ✅ Đã lưu BLN
[2025-08-05T08:38:33.821+0000] {History_Min.py:52} INFO - ✅ Đã lưu BLI
[2025-08-05T08:38:35.487+0000] {History_Min.py:52} INFO - ✅ Đã lưu BLT
[2025-08-05T08:38:35.650+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMD
[2025-08-05T08:38:36.737+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMF
[2025-08-05T08:38:37.963+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMG
[2025-08-05T08:38:38.249+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMJ
[2025-08-05T08:38:39.365+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMK
[2025-08-05T08:38:40.484+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMN
[2025-08-05T08:38:42.063+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMV
[2025-08-05T08:38:43.044+0000] {History_Min.py:52} INFO - ✅ Đã lưu BNW
[2025-08-05T08:38:43.874+0000] {History_Min.py:52} INFO - ✅ Đã lưu BMS
[2025-08-05T08:38:46.096+0000] {History_Min.py:52} INFO - ✅ Đã lưu BQB
[2025-08-05T08:38:46.746+0000] {History_Min.py:52} INFO - ✅ Đã lưu BRR
[2025-08-05T08:38:48.000+0000] {History_Min.py:52} INFO - ✅ Đã lưu BOT
[2025-08-05T08:38:48.660+0000] {History_Min.py:52} INFO - ✅ Đã lưu BRS
[2025-08-05T08:38:49.506+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSA
[2025-08-05T08:38:50.496+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSD
[2025-08-05T08:38:51.303+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSG
[2025-08-05T08:38:52.005+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSH
[2025-08-05T08:38:53.061+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSL
[2025-08-05T08:38:53.933+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSP
[2025-08-05T08:38:54.733+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSQ
[2025-08-05T08:38:55.553+0000] {History_Min.py:52} INFO - ✅ Đã lưu BT1
[2025-08-05T08:38:56.426+0000] {History_Min.py:52} INFO - ✅ Đã lưu BT6
[2025-08-05T08:38:57.261+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTB
[2025-08-05T08:38:58.091+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTD
[2025-08-05T08:38:58.990+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTG
[2025-08-05T08:39:00.468+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTH
[2025-08-05T08:39:01.008+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTN
[2025-08-05T08:39:01.646+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTU
[2025-08-05T08:39:02.977+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTV
[2025-08-05T08:39:04.800+0000] {History_Min.py:52} INFO - ✅ Đã lưu BVG
[2025-08-05T08:39:06.029+0000] {History_Min.py:52} INFO - ✅ Đã lưu BVL
[2025-08-05T08:39:07.433+0000] {History_Min.py:52} INFO - ✅ Đã lưu BVB
[2025-08-05T08:39:07.488+0000] {History_Min.py:52} INFO - ✅ Đã lưu BVN
[2025-08-05T08:39:08.538+0000] {History_Min.py:52} INFO - ✅ Đã lưu BWA
[2025-08-05T08:39:09.995+0000] {History_Min.py:52} INFO - ✅ Đã lưu C12
[2025-08-05T08:39:10.255+0000] {History_Min.py:52} INFO - ✅ Đã lưu BWS
[2025-08-05T08:39:11.205+0000] {History_Min.py:52} INFO - ✅ Đã lưu C21
[2025-08-05T08:39:12.486+0000] {History_Min.py:52} INFO - ✅ Đã lưu C22
[2025-08-05T08:39:15.177+0000] {History_Min.py:52} INFO - ✅ Đã lưu C92
[2025-08-05T08:39:15.458+0000] {History_Min.py:52} INFO - ✅ Đã lưu CAD
[2025-08-05T08:39:17.191+0000] {History_Min.py:52} INFO - ✅ Đã lưu C4G
[2025-08-05T08:39:18.237+0000] {History_Min.py:52} INFO - ✅ Đã lưu CAT
[2025-08-05T08:39:18.241+0000] {History_Min.py:52} INFO - ✅ Đã lưu CBI
[2025-08-05T08:39:20.656+0000] {History_Min.py:52} INFO - ✅ Đã lưu CBS
[2025-08-05T08:39:20.908+0000] {History_Min.py:52} INFO - ✅ Đã lưu CC4
[2025-08-05T08:39:21.688+0000] {History_Min.py:52} INFO - ✅ Đã lưu CC1
[2025-08-05T08:39:23.166+0000] {History_Min.py:52} INFO - ✅ Đã lưu CCA
[2025-08-05T08:39:23.437+0000] {History_Min.py:52} INFO - ✅ Đã lưu CCM
[2025-08-05T08:39:24.190+0000] {History_Min.py:52} INFO - ✅ Đã lưu CCP
[2025-08-05T08:39:25.685+0000] {History_Min.py:52} INFO - ✅ Đã lưu CCT
[2025-08-05T08:39:25.980+0000] {History_Min.py:52} INFO - ✅ Đã lưu CCV
[2025-08-05T08:39:26.654+0000] {History_Min.py:52} INFO - ✅ Đã lưu CDG
[2025-08-05T08:39:28.352+0000] {History_Min.py:52} INFO - ✅ Đã lưu CDH
[2025-08-05T08:39:28.827+0000] {History_Min.py:52} INFO - ✅ Đã lưu CDO
[2025-08-05T08:39:29.417+0000] {History_Min.py:52} INFO - ✅ Đã lưu CDP
[2025-08-05T08:39:31.213+0000] {History_Min.py:52} INFO - ✅ Đã lưu CDR
[2025-08-05T08:39:32.114+0000] {History_Min.py:52} INFO - ✅ Đã lưu CFM
[2025-08-05T08:39:33.487+0000] {History_Min.py:52} INFO - ✅ Đã lưu CEN
[2025-08-05T08:39:33.915+0000] {History_Min.py:52} INFO - ✅ Đã lưu CFV
[2025-08-05T08:39:34.952+0000] {History_Min.py:52} INFO - ✅ Đã lưu CGV
[2025-08-05T08:39:35.982+0000] {History_Min.py:52} INFO - ✅ Đã lưu CH5
[2025-08-05T08:39:36.512+0000] {History_Min.py:52} INFO - ✅ Đã lưu CHC
[2025-08-05T08:39:37.575+0000] {History_Min.py:52} INFO - ✅ Đã lưu CHS
[2025-08-05T08:39:38.543+0000] {History_Min.py:52} INFO - ✅ Đã lưu CI5
[2025-08-05T08:39:39.273+0000] {History_Min.py:52} INFO - ✅ Đã lưu CID
[2025-08-05T08:39:40.187+0000] {History_Min.py:52} INFO - ✅ Đã lưu CIP
[2025-08-05T08:39:41.078+0000] {History_Min.py:52} INFO - ✅ Đã lưu CK8
[2025-08-05T08:39:42.311+0000] {History_Min.py:52} INFO - ✅ Đã lưu CKA
[2025-08-05T08:39:42.987+0000] {History_Min.py:52} INFO - ✅ Đã lưu CKD
[2025-08-05T08:39:43.703+0000] {History_Min.py:52} INFO - ✅ Đã lưu CLG
